user_id,profile_type,username,age,gender,height_cm,weight_kg,bmi,primary_goal,fitness_level,medical_conditions,injuries,sleep_hours_avg,sleep_quality,stress_level,water_intake_liters,equipment_available,diet_type,food_allergies,weekly_food_budget_usd,session_duration_min,is_edge_case,edge_case_name
317,standard_synthetic,synth_user_317,48,male,193,102.0,27.4,rehabilitation,advanced,"Osteoporosis,Knee_Arthritis",,9.0,good,3,3.0,Bodyweight Only,low_carb,,191,60,False,
318,standard_synthetic,synth_user_318,29,female,194,57.8,15.4,endurance,advanced,,,8.2,fair,10,4.0,Bodyweight Only,vegetarian,,115,45,False,
319,standard_synthetic,synth_user_319,58,other,168,48.5,17.2,maintenance,advanced,,,7.2,poor,2,3.2,Resistance Bands,high_protein,gluten,175,90,False,
320,standard_synthetic,synth_user_320,29,male,167,74.9,26.9,muscle_gain,intermediate,,,5.6,excellent,9,3.7,Bodyweight Only,high_protein,"peanuts,gluten",44,90,False,
321,standard_synthetic,synth_user_321,54,female,175,71.3,23.3,maintenance,beginner,,,8.9,good,1,2.3,Bodyweight Only,low_carb,,72,90,False,
322,standard_synthetic,synth_user_322,42,other,166,73.0,26.5,fat_loss,intermediate,Osteoporosis,,6.7,excellent,4,2.4,Resistance Bands,vegan,,164,45,False,
323,standard_synthetic,synth_user_323,25,male,178,95.3,30.1,endurance,advanced,Diabetes_T2,,5.6,good,8,3.3,Resistance Bands,omnivore,,66,20,False,
324,standard_synthetic,synth_user_324,61,other,163,56.6,21.3,fat_loss,intermediate,,,8.7,poor,6,2.7,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,peanuts,163,45,False,
325,standard_synthetic,synth_user_325,54,male,174,88.7,29.3,rehabilitation,intermediate,,,8.1,poor,5,1.9,Resistance Bands,vegetarian,,33,90,False,
326,standard_synthetic,synth_user_326,50,other,161,56.7,21.9,maintenance,advanced,,,6.0,poor,5,3.0,Resistance Bands,low_carb,,143,20,False,
327,standard_synthetic,synth_user_327,19,male,185,100.6,29.4,endurance,beginner,,,7.8,excellent,10,2.4,Resistance Bands,vegan,,166,20,False,
328,standard_synthetic,synth_user_328,54,female,163,51.9,19.5,endurance,intermediate,Cardiac_Disease,,5.9,fair,3,3.7,Resistance Bands,omnivore,,130,30,False,
329,standard_synthetic,synth_user_329,60,other,176,81.1,26.2,fat_loss,intermediate,Cardiac_Disease,,6.9,fair,5,3.4,Dumbbells,low_carb,,56,60,False,
330,standard_synthetic,synth_user_330,24,other,175,71.4,23.3,rehabilitation,intermediate,,,6.0,fair,9,1.9,Bodyweight Only,high_protein,,46,45,False,
331,standard_synthetic,synth_user_331,62,male,192,79.4,21.5,fat_loss,advanced,"Pregnancy_T3,Osteoporosis",,8.7,excellent,2,3.0,Bodyweight Only,omnivore,,172,20,False,
332,standard_synthetic,synth_user_332,29,female,174,88.1,29.1,maintenance,intermediate,,,7.6,poor,2,2.0,Dumbbells,low_carb,soy,192,20,False,
333,standard_synthetic,synth_user_333,60,male,164,80.4,29.9,muscle_gain,advanced,,,8.5,good,10,3.5,Resistance Bands,high_protein,,118,20,False,
334,standard_synthetic,synth_user_334,18,other,194,89.4,23.8,maintenance,advanced,,,8.9,poor,9,3.6,Resistance Bands,vegetarian,,102,20,False,
335,standard_synthetic,synth_user_335,45,male,192,77.7,21.1,rehabilitation,beginner,,,7.6,excellent,3,2.0,Bodyweight Only,omnivore,,136,30,False,
336,standard_synthetic,synth_user_336,60,female,163,53.6,20.2,endurance,beginner,,,5.3,excellent,8,3.7,Bodyweight Only,low_carb,soy,76,60,False,
337,standard_synthetic,synth_user_337,45,other,190,82.4,22.8,fat_loss,advanced,,,7.0,fair,9,2.2,Resistance Bands,vegetarian,,39,90,False,
338,standard_synthetic,synth_user_338,41,female,162,72.4,27.6,maintenance,intermediate,"Diabetes_T2,Cardiac_Disease",,7.1,poor,4,2.7,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,178,45,False,
339,standard_synthetic,synth_user_339,21,other,176,70.5,22.8,maintenance,intermediate,,,6.2,poor,10,3.4,Resistance Bands,vegetarian,"gluten,dairy",191,60,False,
340,standard_synthetic,synth_user_340,28,other,191,50.2,13.8,fat_loss,intermediate,"Hypertension,Asthma",,6.0,good,5,3.6,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,184,30,False,
341,standard_synthetic,synth_user_341,27,other,183,63.5,19.0,rehabilitation,beginner,,shoulder,6.4,poor,3,3.0,Dumbbells,high_protein,,135,60,False,
342,standard_synthetic,synth_user_342,60,male,183,92.7,27.7,maintenance,beginner,,,5.2,excellent,7,2.7,Bodyweight Only,low_carb,peanuts,89,60,False,
343,standard_synthetic,synth_user_343,42,other,185,59.0,17.2,endurance,intermediate,,,7.7,poor,2,3.8,Resistance Bands,high_protein,,186,45,False,
344,standard_synthetic,synth_user_344,35,female,172,81.7,27.6,muscle_gain,advanced,,,7.7,fair,9,2.3,Dumbbells,omnivore,,170,20,False,
345,standard_synthetic,synth_user_345,18,other,159,48.5,19.2,muscle_gain,advanced,,,6.1,fair,1,1.6,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,182,30,False,
346,standard_synthetic,synth_user_346,58,other,162,77.7,29.6,rehabilitation,beginner,,shoulder,8.6,fair,5,2.2,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,100,60,False,
347,standard_synthetic,synth_user_347,60,other,175,58.8,19.2,fat_loss,intermediate,Osteoporosis,neck,8.8,good,3,2.6,Bodyweight Only,vegan,,186,60,False,
348,standard_synthetic,synth_user_348,59,male,186,64.9,18.8,fat_loss,intermediate,,,7.9,poor,1,1.7,Resistance Bands,high_protein,,34,60,False,
349,standard_synthetic,synth_user_349,59,male,195,60.0,15.8,maintenance,intermediate,,,7.3,excellent,8,2.6,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,87,20,False,
350,standard_synthetic,synth_user_350,62,female,185,53.1,15.5,endurance,beginner,,lower_back,7.5,poor,6,2.8,Resistance Bands,vegetarian,,147,45,False,
351,standard_synthetic,synth_user_351,30,other,166,71.3,25.9,endurance,beginner,"Knee_Arthritis,Asthma",,8.5,excellent,4,1.8,Dumbbells,vegetarian,gluten,181,30,False,
352,standard_synthetic,synth_user_352,42,female,159,81.3,32.2,fat_loss,beginner,Cardiac_Disease,,6.4,good,1,2.5,Dumbbells,low_carb,soy,147,90,False,
353,standard_synthetic,synth_user_353,55,male,169,101.6,35.6,endurance,advanced,,,5.2,fair,1,1.9,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,54,60,False,
354,standard_synthetic,synth_user_354,28,other,192,50.7,13.8,fat_loss,beginner,Diabetes_T2,,6.7,excellent,6,1.8,Dumbbells,omnivore,dairy,84,20,False,
355,standard_synthetic,synth_user_355,29,other,176,50.7,16.4,rehabilitation,beginner,,shoulder,6.8,poor,3,1.7,Bodyweight Only,vegan,,34,60,False,
356,standard_synthetic,synth_user_356,18,male,155,68.1,28.3,endurance,advanced,,,5.5,fair,5,2.8,Bodyweight Only,vegan,soy,74,90,False,
357,standard_synthetic,synth_user_357,20,other,193,55.6,14.9,maintenance,intermediate,,wrist,5.0,fair,4,1.8,"Barbell,Dumbbells,Pull-Up Bar",low_carb,gluten,122,90,False,
358,standard_synthetic,synth_user_358,32,other,184,80.4,23.7,muscle_gain,advanced,Osteoporosis,,8.4,excellent,8,1.9,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,195,45,False,
359,standard_synthetic,synth_user_359,31,female,182,58.6,17.7,muscle_gain,beginner,Cardiac_Disease,,6.9,poor,2,3.7,Bodyweight Only,low_carb,dairy,178,45,False,
360,standard_synthetic,synth_user_360,30,female,175,57.7,18.8,endurance,beginner,,,6.5,fair,2,2.7,Bodyweight Only,vegetarian,,141,30,False,
361,standard_synthetic,synth_user_361,57,male,184,68.0,20.1,maintenance,intermediate,,,5.8,fair,1,3.2,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,64,20,False,
362,standard_synthetic,synth_user_362,47,female,181,55.2,16.8,rehabilitation,beginner,,ankle,7.3,fair,2,2.5,Bodyweight Only,vegan,,181,60,False,
363,standard_synthetic,synth_user_363,35,female,155,78.7,32.8,muscle_gain,advanced,Knee_Arthritis,,8.8,poor,7,4.0,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,159,20,False,
364,standard_synthetic,synth_user_364,51,female,180,68.1,21.0,rehabilitation,beginner,Diabetes_T2,,7.8,excellent,4,1.8,Resistance Bands,vegan,,195,20,False,
365,standard_synthetic,synth_user_365,48,male,174,67.3,22.2,endurance,intermediate,,,8.1,excellent,3,3.5,Resistance Bands,high_protein,,192,20,False,
366,standard_synthetic,synth_user_366,22,other,179,85.5,26.7,maintenance,advanced,,,8.8,fair,2,3.1,Resistance Bands,vegetarian,,161,45,False,
367,standard_synthetic,synth_user_367,25,male,179,76.5,23.9,fat_loss,advanced,Pregnancy_T3,,7.8,fair,3,4.0,Dumbbells,low_carb,,59,60,False,
368,standard_synthetic,synth_user_368,55,other,168,79.6,28.2,endurance,intermediate,Pregnancy_T3,,5.2,good,6,2.6,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,166,90,False,
369,standard_synthetic,synth_user_369,46,female,194,63.5,16.9,fat_loss,intermediate,Diabetes_T2,,8.6,good,2,1.8,Resistance Bands,vegetarian,peanuts,67,60,False,
370,standard_synthetic,synth_user_370,31,male,188,102.8,29.1,muscle_gain,intermediate,,,6.4,excellent,1,2.2,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,89,90,False,
371,standard_synthetic,synth_user_371,39,other,181,72.3,22.1,rehabilitation,advanced,Pregnancy_T3,,6.8,good,10,1.8,Resistance Bands,vegan,,96,30,False,
372,standard_synthetic,synth_user_372,41,female,173,80.3,26.8,muscle_gain,advanced,,,8.7,good,3,3.9,Dumbbells,vegan,,90,20,False,
373,standard_synthetic,synth_user_373,38,male,191,65.7,18.0,fat_loss,advanced,,,6.3,good,3,2.4,Dumbbells,low_carb,,107,20,False,
374,standard_synthetic,synth_user_374,43,male,186,94.6,27.3,maintenance,intermediate,"Pregnancy_T3,Diabetes_T2",,8.6,fair,10,3.3,Bodyweight Only,omnivore,gluten,58,60,False,
375,standard_synthetic,synth_user_375,26,male,190,65.3,18.1,maintenance,beginner,,,6.3,fair,10,2.8,Resistance Bands,vegan,,35,20,False,
376,standard_synthetic,synth_user_376,46,other,160,89.0,34.8,rehabilitation,beginner,,,8.6,good,7,1.9,Bodyweight Only,omnivore,,128,45,False,
377,standard_synthetic,synth_user_377,36,male,177,75.8,24.2,endurance,intermediate,"Diabetes_T2,Cardiac_Disease",,6.2,excellent,7,1.8,"Barbell,Dumbbells,Pull-Up Bar",vegan,,83,45,False,
378,standard_synthetic,synth_user_378,51,female,176,50.8,16.4,maintenance,intermediate,"Glaucoma,Hypertension",,5.7,excellent,10,3.4,Dumbbells,vegan,,77,60,False,
379,standard_synthetic,synth_user_379,53,female,186,49.8,14.4,fat_loss,beginner,Osteoporosis,,5.6,good,8,1.8,Resistance Bands,high_protein,dairy,75,60,False,
380,standard_synthetic,synth_user_380,59,other,170,49.2,17.0,maintenance,advanced,Cardiac_Disease,knee,6.9,excellent,5,3.1,Bodyweight Only,vegetarian,,125,90,False,
381,standard_synthetic,synth_user_381,54,other,156,83.5,34.3,muscle_gain,intermediate,,,5.7,good,6,2.5,Resistance Bands,vegetarian,,104,45,False,
382,standard_synthetic,synth_user_382,58,other,159,69.6,27.5,maintenance,advanced,Asthma,ankle,8.2,good,6,1.7,Resistance Bands,vegan,gluten,33,30,False,
383,standard_synthetic,synth_user_383,36,other,178,80.7,25.5,muscle_gain,advanced,,shoulder,5.9,fair,9,3.0,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,147,20,False,
384,standard_synthetic,synth_user_384,26,male,156,81.6,33.5,muscle_gain,advanced,,,6.2,poor,4,1.8,Dumbbells,vegan,gluten,108,30,False,
385,standard_synthetic,synth_user_385,26,male,160,79.1,30.9,fat_loss,beginner,Diabetes_T2,,5.4,poor,8,1.8,Resistance Bands,vegetarian,soy,46,45,False,
386,standard_synthetic,synth_user_386,18,other,161,80.9,31.2,fat_loss,beginner,"Knee_Arthritis,Osteoporosis",shoulder,5.6,good,10,2.4,Dumbbells,low_carb,,186,30,False,
387,standard_synthetic,synth_user_387,54,other,159,52.2,20.6,muscle_gain,intermediate,,,5.7,poor,2,3.8,Bodyweight Only,omnivore,,180,30,False,
388,standard_synthetic,synth_user_388,61,female,161,55.6,21.4,muscle_gain,intermediate,,,5.5,good,2,2.7,Dumbbells,high_protein,,122,45,False,
389,standard_synthetic,synth_user_389,20,other,160,61.8,24.1,maintenance,advanced,,,8.9,excellent,4,2.9,Resistance Bands,high_protein,,78,20,False,
390,standard_synthetic,synth_user_390,61,female,178,55.5,17.5,fat_loss,beginner,"Cardiac_Disease,Pregnancy_T3",,5.6,excellent,10,3.9,Dumbbells,vegetarian,,123,30,False,
391,standard_synthetic,synth_user_391,30,female,193,83.4,22.4,endurance,intermediate,,,8.1,good,7,2.4,Bodyweight Only,high_protein,,160,45,False,
392,standard_synthetic,synth_user_392,47,male,161,65.5,25.3,fat_loss,beginner,,,7.0,poor,3,2.5,Resistance Bands,vegan,"peanuts,soy",107,90,False,
393,standard_synthetic,synth_user_393,24,other,159,75.8,30.0,maintenance,advanced,,,7.0,good,9,2.4,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,140,20,False,
394,standard_synthetic,synth_user_394,46,female,175,83.8,27.4,maintenance,advanced,,,5.7,excellent,3,2.3,Bodyweight Only,high_protein,,58,90,False,
395,standard_synthetic,synth_user_395,49,other,190,76.8,21.3,endurance,intermediate,,,7.0,excellent,10,3.2,Resistance Bands,omnivore,peanuts,45,20,False,
396,standard_synthetic,synth_user_396,20,other,163,83.2,31.3,maintenance,intermediate,,,5.4,good,6,2.5,"Barbell,Dumbbells,Pull-Up Bar",vegan,,93,30,False,
397,standard_synthetic,synth_user_397,37,other,192,51.6,14.0,rehabilitation,intermediate,Osteoporosis,,5.1,excellent,10,2.8,Bodyweight Only,omnivore,,35,60,False,
398,standard_synthetic,synth_user_398,19,other,175,63.9,20.9,muscle_gain,intermediate,,,7.0,good,3,3.0,Resistance Bands,high_protein,peanuts,81,60,False,
399,standard_synthetic,synth_user_399,22,other,189,57.0,16.0,muscle_gain,advanced,,,8.0,poor,10,1.7,Resistance Bands,omnivore,,47,90,False,
400,standard_synthetic,synth_user_400,48,other,182,56.8,17.1,rehabilitation,intermediate,Osteoporosis,,5.8,excellent,5,3.1,Bodyweight Only,low_carb,,76,20,False,
401,standard_synthetic,synth_user_401,51,other,166,72.2,26.2,rehabilitation,advanced,,wrist,8.4,excellent,10,3.3,"Barbell,Dumbbells,Pull-Up Bar",low_carb,"gluten,soy",81,45,False,
402,standard_synthetic,synth_user_402,27,female,170,54.3,18.8,fat_loss,advanced,Osteoporosis,neck,5.8,excellent,5,3.6,Dumbbells,omnivore,,183,30,False,
403,standard_synthetic,synth_user_403,33,female,162,54.3,20.7,rehabilitation,intermediate,,lower_back,6.7,poor,4,1.9,Dumbbells,vegetarian,,96,45,False,
404,standard_synthetic,synth_user_404,53,other,166,75.1,27.3,fat_loss,intermediate,,,7.4,poor,7,3.7,"Barbell,Dumbbells,Pull-Up Bar",high_protein,peanuts,65,30,False,
405,standard_synthetic,synth_user_405,54,male,187,102.0,29.2,fat_loss,beginner,,ankle,7.4,good,6,3.6,Bodyweight Only,vegan,,138,30,False,
406,standard_synthetic,synth_user_406,24,male,166,69.6,25.3,endurance,advanced,,,6.5,poor,6,2.9,Bodyweight Only,vegan,peanuts,101,30,False,
407,standard_synthetic,synth_user_407,48,female,178,82.5,26.0,fat_loss,advanced,,ankle,8.7,fair,5,2.9,Resistance Bands,omnivore,,61,90,False,
408,standard_synthetic,synth_user_408,46,male,179,60.4,18.9,maintenance,beginner,"Osteoporosis,Asthma",,8.4,fair,8,3.1,Bodyweight Only,vegetarian,dairy,100,20,False,
409,standard_synthetic,synth_user_409,48,female,181,86.9,26.5,maintenance,advanced,,,5.3,excellent,10,3.3,Resistance Bands,high_protein,"peanuts,soy",37,20,False,
410,standard_synthetic,synth_user_410,59,other,166,74.5,27.0,maintenance,intermediate,Asthma,,7.3,poor,3,2.1,Dumbbells,low_carb,,135,45,False,
411,standard_synthetic,synth_user_411,48,female,163,58.9,22.2,maintenance,beginner,Pregnancy_T3,shoulder,6.6,excellent,10,2.1,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,195,90,False,
412,standard_synthetic,synth_user_412,32,other,160,88.9,34.7,endurance,advanced,,,6.7,good,3,1.7,Resistance Bands,vegan,,175,20,False,
413,standard_synthetic,synth_user_413,51,male,182,94.8,28.6,maintenance,intermediate,"Cardiac_Disease,Hypertension",,8.0,excellent,3,2.6,Dumbbells,low_carb,,85,45,False,
414,standard_synthetic,synth_user_414,61,other,167,65.6,23.5,maintenance,beginner,,,7.5,fair,6,3.0,Bodyweight Only,vegetarian,,32,60,False,
415,standard_synthetic,synth_user_415,38,male,180,90.9,28.1,fat_loss,advanced,Glaucoma,,5.2,good,4,2.7,Resistance Bands,low_carb,,183,20,False,
416,standard_synthetic,synth_user_416,34,male,187,87.9,25.1,rehabilitation,beginner,,,7.3,good,3,2.8,Resistance Bands,high_protein,,63,20,False,
417,standard_synthetic,synth_user_417,51,female,182,54.0,16.3,maintenance,advanced,,,6.4,excellent,5,3.8,Resistance Bands,low_carb,,97,90,False,
418,standard_synthetic,synth_user_418,45,female,165,61.3,22.5,endurance,beginner,"Asthma,Osteoporosis",wrist,5.8,poor,4,2.0,Bodyweight Only,omnivore,,71,60,False,
419,standard_synthetic,synth_user_419,25,female,186,49.7,14.4,endurance,beginner,,,8.4,fair,2,2.4,Dumbbells,omnivore,,76,30,False,
420,standard_synthetic,synth_user_420,50,other,172,71.7,24.2,fat_loss,beginner,Knee_Arthritis,,8.1,poor,6,1.6,"Barbell,Dumbbells,Pull-Up Bar",high_protein,"dairy,soy",125,90,False,
421,standard_synthetic,synth_user_421,38,male,164,61.3,22.8,maintenance,advanced,,,7.6,good,1,3.1,Bodyweight Only,omnivore,,175,30,False,
422,standard_synthetic,synth_user_422,21,male,173,74.5,24.9,endurance,intermediate,,,5.7,excellent,2,1.6,Dumbbells,vegan,"soy,peanuts",129,60,False,
423,standard_synthetic,synth_user_423,59,female,164,53.1,19.7,rehabilitation,beginner,,,6.4,poor,6,2.8,Bodyweight Only,high_protein,gluten,129,60,False,
424,standard_synthetic,synth_user_424,54,female,193,65.8,17.7,endurance,beginner,Pregnancy_T3,,5.2,good,8,3.2,Dumbbells,high_protein,,164,90,False,
425,standard_synthetic,synth_user_425,36,male,184,79.7,23.5,maintenance,beginner,"Cardiac_Disease,Asthma",,7.1,good,10,1.6,"Barbell,Dumbbells,Pull-Up Bar",vegetarian,,161,20,False,
426,standard_synthetic,synth_user_426,45,other,181,52.0,15.9,rehabilitation,beginner,Osteoporosis,,5.5,excellent,3,3.5,Bodyweight Only,vegetarian,,51,60,False,
427,standard_synthetic,synth_user_427,37,other,175,72.7,23.7,maintenance,intermediate,,,8.9,fair,4,2.0,Resistance Bands,vegetarian,,141,90,False,
428,standard_synthetic,synth_user_428,18,male,180,65.3,20.2,rehabilitation,advanced,,,6.9,good,7,3.5,"Barbell,Dumbbells,Pull-Up Bar",vegan,,64,20,False,
429,standard_synthetic,synth_user_429,25,male,156,91.3,37.5,muscle_gain,advanced,,,6.0,fair,2,2.3,Bodyweight Only,vegan,,151,60,False,
430,standard_synthetic,synth_user_430,25,male,165,100.6,37.0,endurance,advanced,Cardiac_Disease,neck,6.0,good,10,3.6,Bodyweight Only,vegetarian,,115,20,False,
431,standard_synthetic,synth_user_431,58,male,182,104.1,31.4,rehabilitation,advanced,Osteoporosis,,7.9,excellent,4,3.3,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,177,45,False,
432,standard_synthetic,synth_user_432,22,other,172,85.5,28.9,maintenance,intermediate,,,7.8,poor,3,2.2,Dumbbells,high_protein,,118,60,False,
433,standard_synthetic,synth_user_433,50,male,169,86.4,30.3,endurance,intermediate,Cardiac_Disease,,8.3,good,8,3.5,Dumbbells,low_carb,,83,45,False,
434,standard_synthetic,synth_user_434,23,other,185,53.4,15.6,endurance,intermediate,,,6.2,fair,9,1.6,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,96,45,False,
435,standard_synthetic,synth_user_435,28,other,166,82.8,30.0,rehabilitation,beginner,Hypertension,lower_back,5.5,fair,8,2.1,Resistance Bands,omnivore,,41,90,False,
436,standard_synthetic,synth_user_436,27,female,187,73.4,21.0,fat_loss,advanced,,,7.4,poor,9,1.6,"Barbell,Dumbbells,Pull-Up Bar",vegan,"soy,peanuts",191,20,False,
437,standard_synthetic,synth_user_437,41,male,165,92.8,34.1,maintenance,intermediate,Cardiac_Disease,,8.3,poor,4,2.6,Bodyweight Only,vegetarian,,92,60,False,
438,standard_synthetic,synth_user_438,36,female,187,55.2,15.8,muscle_gain,beginner,,,8.0,excellent,4,1.8,Bodyweight Only,high_protein,,134,60,False,
439,standard_synthetic,synth_user_439,61,other,178,87.6,27.6,fat_loss,intermediate,,wrist,6.3,fair,7,1.7,"Barbell,Dumbbells,Pull-Up Bar",vegan,peanuts,177,20,False,
440,standard_synthetic,synth_user_440,60,other,188,88.9,25.2,maintenance,advanced,,wrist,8.0,good,1,3.6,Dumbbells,high_protein,,144,30,False,
441,standard_synthetic,synth_user_441,57,other,194,75.4,20.0,rehabilitation,intermediate,Glaucoma,lower_back,6.6,fair,9,4.0,Resistance Bands,vegan,,53,90,False,
442,standard_synthetic,synth_user_442,37,other,188,62.3,17.6,muscle_gain,intermediate,Hypertension,,7.9,poor,1,3.6,Resistance Bands,low_carb,gluten,120,20,False,
443,standard_synthetic,synth_user_443,59,male,162,80.2,30.6,muscle_gain,advanced,,,9.0,fair,6,2.2,Dumbbells,high_protein,,163,30,False,
444,standard_synthetic,synth_user_444,38,male,188,86.2,24.4,endurance,intermediate,Pregnancy_T3,,5.3,poor,7,3.7,Bodyweight Only,vegan,,144,20,False,
445,standard_synthetic,synth_user_445,61,female,188,64.9,18.4,endurance,intermediate,,lower_back,7.8,excellent,7,3.6,Dumbbells,low_carb,,62,60,False,
446,standard_synthetic,synth_user_446,47,other,163,88.7,33.4,endurance,intermediate,,,5.1,fair,9,2.4,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,134,20,False,
447,standard_synthetic,synth_user_447,41,male,191,73.0,20.0,maintenance,intermediate,,,6.2,poor,3,1.9,Bodyweight Only,vegetarian,,108,45,False,
448,standard_synthetic,synth_user_448,29,male,186,60.1,17.4,endurance,advanced,,,6.2,excellent,6,3.5,Bodyweight Only,low_carb,,63,30,False,
449,standard_synthetic,synth_user_449,58,other,184,80.0,23.6,rehabilitation,advanced,Asthma,lower_back,7.5,excellent,4,3.8,Resistance Bands,low_carb,,41,60,False,
450,standard_synthetic,synth_user_450,35,other,160,84.4,33.0,rehabilitation,beginner,Osteoporosis,,5.8,poor,10,2.8,Bodyweight Only,low_carb,,34,20,False,
451,standard_synthetic,synth_user_451,52,other,166,88.4,32.1,fat_loss,advanced,,,7.4,excellent,10,1.6,"Barbell,Dumbbells,Pull-Up Bar",omnivore,soy,141,30,False,
452,standard_synthetic,synth_user_452,19,female,188,61.3,17.3,muscle_gain,intermediate,,,5.6,good,2,1.9,Bodyweight Only,vegan,,45,90,False,
453,standard_synthetic,synth_user_453,29,female,156,78.0,32.1,maintenance,intermediate,,,6.5,poor,1,2.0,Dumbbells,high_protein,,160,90,False,
454,standard_synthetic,synth_user_454,25,female,172,50.5,17.1,endurance,advanced,,,5.9,poor,5,2.9,"Barbell,Dumbbells,Pull-Up Bar",vegan,,172,30,False,
455,standard_synthetic,synth_user_455,54,female,181,66.7,20.4,muscle_gain,beginner,Knee_Arthritis,shoulder,7.2,excellent,9,2.6,"Barbell,Dumbbells,Pull-Up Bar",high_protein,,188,45,False,
456,standard_synthetic,synth_user_456,28,other,155,50.5,21.0,maintenance,advanced,"Osteoporosis,Cardiac_Disease",,5.9,good,1,1.9,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,52,60,False,
457,standard_synthetic,synth_user_457,25,other,163,78.5,29.5,maintenance,advanced,"Glaucoma,Diabetes_T2",,6.0,excellent,5,2.1,Resistance Bands,omnivore,"gluten,soy",83,60,False,
458,standard_synthetic,synth_user_458,39,other,156,86.4,35.5,fat_loss,advanced,,ankle,5.7,excellent,7,2.8,"Barbell,Dumbbells,Pull-Up Bar",low_carb,,37,60,False,
459,standard_synthetic,synth_user_459,25,other,177,88.8,28.3,fat_loss,beginner,,,6.9,fair,8,1.5,"Barbell,Dumbbells,Pull-Up Bar",omnivore,,121,30,False,
460,standard_synthetic,synth_user_460,57,male,195,73.6,19.4,endurance,advanced,Knee_Arthritis,lower_back,7.8,fair,1,2.0,Bodyweight Only,vegetarian,,101,90,False,
461,standard_synthetic,synth_user_461,49,other,165,71.2,26.2,fat_loss,beginner,Asthma,,6.0,fair,9,3.3,Resistance Bands,vegan,,35,90,False,
462,standard_synthetic,synth_user_462,34,other,190,85.1,23.6,fat_loss,intermediate,,,6.7,excellent,5,1.8,Bodyweight Only,high_protein,,122,90,False,
463,standard_synthetic,synth_user_463,32,male,158,72.5,29.0,muscle_gain,intermediate,,,5.3,poor,4,3.9,Bodyweight Only,vegetarian,,93,30,False,
464,standard_synthetic,synth_user_464,39,male,174,62.8,20.7,maintenance,beginner,Hypertension,,5.4,fair,6,3.6,Resistance Bands,low_carb,gluten,90,20,False,
465,standard_synthetic,synth_user_465,57,other,183,80.1,23.9,fat_loss,intermediate,Diabetes_T2,,6.3,poor,3,1.7,Bodyweight Only,vegetarian,,107,90,False,
466,standard_synthetic,synth_user_466,45,other,159,52.3,20.7,fat_loss,advanced,,,8.0,fair,10,3.5,"Barbell,Dumbbells,Pull-Up Bar",high_protein,soy,128,60,False,
467,standard_synthetic,synth_user_467,57,female,194,52.3,13.9,muscle_gain,beginner,Hypertension,,5.4,poor,10,3.5,Dumbbells,low_carb,,62,90,False,
468,standard_synthetic,synth_user_468,40,female,181,68.2,20.8,muscle_gain,intermediate,Asthma,,7.3,good,5,3.0,Dumbbells,vegan,peanuts,150,45,False,
469,standard_synthetic,synth_user_469,39,other,173,63.5,21.2,fat_loss,beginner,,,7.0,poor,7,2.4,Dumbbells,vegan,,47,45,False,
470,standard_synthetic,synth_user_470,60,male,185,91.3,26.7,maintenance,beginner,"Pregnancy_T3,Glaucoma",,5.4,poor,8,2.0,"Barbell,Dumbbells,Pull-Up Bar",vegan,"gluten,dairy",88,60,False,
471,standard_synthetic,synth_user_471,31,other,170,68.2,23.6,muscle_gain,beginner,Pregnancy_T3,neck,6.5,poor,6,1.6,"Barbell,Dumbbells,Pull-Up Bar",vegan,,104,60,False,
472,standard_synthetic,synth_user_472,58,male,192,101.1,27.4,muscle_gain,beginner,,shoulder,8.5,fair,6,3.6,Dumbbells,vegan,,80,20,False,
473,standard_synthetic,synth_user_473,34,male,161,60.9,23.5,muscle_gain,intermediate,Glaucoma,,6.8,good,6,3.2,Bodyweight Only,vegetarian,gluten,60,30,False,
474,standard_synthetic,synth_user_474,30,male,167,84.0,30.1,rehabilitation,advanced,Pregnancy_T3,,5.8,good,3,2.3,"Barbell,Dumbbells,Pull-Up Bar",omnivore,"dairy,peanuts",62,90,False,
475,standard_synthetic,synth_user_475,49,other,168,78.5,27.8,rehabilitation,intermediate,Diabetes_T2,,7.0,excellent,3,2.3,Resistance Bands,low_carb,,153,60,False,
476,standard_synthetic,synth_user_476,35,female,192,64.8,17.6,muscle_gain,intermediate,"Hypertension,Diabetes_T2",,5.9,excellent,7,2.9,Resistance Bands,omnivore,,170,20,False,
